matchID,team1_ID,team2_ID,date,tournament,gk_saves_T2,red_card_T2,yellow_card_T2,assists_T2,shots_T2,shots_against_T2,shots_on_target_T2,passes_T2,goals_T2,goals_against_T2,ball_possession_T2,pass_acc_T2,gk_acc_T2,shot_acc_T2
2500963,3775,3776,"March 2, 2018 at 7:00:00 PM GMT+1",France,6.0,0.0,1.0,1.0,11,19,4.0,394,1.0,2.0,0.4431946006749156,0.8814317673378076,0.75,0.36363636363636365
2500952,3767,3771,"February 25, 2018 at 9:00:00 PM GMT+1",France,1.0,0.0,5.0,0.0,15,9,5.0,290,0.0,3.0,0.42212518195050946,0.8529411764705882,0.25,0.3333333333333333
2500947,3804,3783,"February 24, 2018 at 8:00:00 PM GMT+1",France,3.0,0.0,4.0,0.0,12,13,2.0,297,0.0,2.0,0.5210526315789473,0.75,0.6,0.16666666666666666
2500949,3776,3799,"February 24, 2018 at 8:00:00 PM GMT+1",France,2.0,0.0,2.0,1.0,13,14,9.0,222,2.0,1.0,0.2846153846153846,0.7900355871886121,0.6666666666666666,0.6923076923076923
2500951,3770,3789,"February 24, 2018 at 8:00:00 PM GMT+1",France,4.0,0.0,2.0,0.0,7,28,1.0,165,1.0,0.0,0.296229802513465,0.6962025316455697,1.0,0.14285714285714285
2500953,3774,3795,"February 24, 2018 at 8:00:00 PM GMT+1",France,3.0,1.0,1.0,0.0,7,9,0.0,277,0.0,2.0,0.36786188579017265,0.8052325581395349,0.6,0.0
2500940,3771,3772,"February 18, 2018 at 9:00:00 PM GMT+1",France,7.0,0.0,2.0,0.0,4,10,1.0,263,0.0,1.0,0.35113484646194926,0.796969696969697,0.875,0.25
2500937,3799,3782,"February 17, 2018 at 8:00:00 PM GMT+1",France,4.0,0.0,2.0,0.0,10,18,3.0,449,1.0,0.0,0.6516690856313497,0.8439849624060151,1.0,0.3
2500945,3795,3777,"February 17, 2018 at 8:00:00 PM GMT+1",France,8.0,0.0,2.0,0.0,10,18,5.0,265,0.0,1.0,0.48534798534798534,0.7658959537572254,0.8888888888888888,0.5
2500944,3767,3779,"February 17, 2018 at 5:00:00 PM GMT+1",France,5.0,0.0,3.0,2.0,10,18,2.0,316,2.0,5.0,0.3619702176403207,0.8494623655913979,0.5,0.2
2500941,19830,3804,"February 16, 2018 at 8:45:00 PM GMT+1",France,1.0,0.0,1.0,0.0,7,15,4.0,366,0.0,4.0,0.5296671490593343,0.8356164383561644,0.2,0.5714285714285714
2500930,3766,3774,"February 11, 2018 at 9:00:00 PM GMT+1",France,6.0,0.0,1.0,0.0,7,18,3.0,209,2.0,0.0,0.2956152758132956,0.7683823529411765,1.0,0.42857142857142855
2500934,3779,3795,"February 11, 2018 at 3:00:00 PM GMT+1",France,0.0,0.0,2.0,1.0,12,13,4.0,248,1.0,2.0,0.5071574642126789,0.7425149700598802,0.0,0.3333333333333333
2500926,3799,19830,"February 10, 2018 at 8:00:00 PM GMT+1",France,2.0,0.0,0.0,3.0,10,10,6.0,488,4.0,0.0,0.5886610373944512,0.8399311531841652,1.0,0.6
2500927,3772,3789,"February 10, 2018 at 8:00:00 PM GMT+1",France,3.0,0.0,1.0,1.0,18,12,5.0,257,2.0,3.0,0.40923566878980894,0.7717717717717718,0.5,0.2777777777777778
2500928,3804,3775,"February 10, 2018 at 8:00:00 PM GMT+1",France,0.0,0.0,3.0,2.0,15,11,5.0,432,2.0,3.0,0.6067415730337079,0.8834355828220859,0.0,0.3333333333333333
2500931,3777,3787,"February 10, 2018 at 8:00:00 PM GMT+1",France,5.0,0.0,1.0,1.0,15,11,8.0,234,1.0,0.0,0.3880597014925373,0.7548387096774194,1.0,0.5333333333333333
2500935,3780,3767,"February 10, 2018 at 5:00:00 PM GMT+1",France,1.0,0.0,2.0,0.0,20,3,6.0,618,1.0,0.0,0.8218085106382979,0.8765957446808511,1.0,0.3
2500920,19830,3766,"February 4, 2018 at 9:00:00 PM GMT+1",France,4.0,0.0,3.0,1.0,12,12,4.0,499,2.0,3.0,0.7458893871449925,0.8588640275387264,0.5714285714285714,0.3333333333333333
2500917,3783,3770,"February 4, 2018 at 5:00:00 PM GMT+1",France,4.0,0.0,2.0,2.0,14,16,4.0,311,2.0,3.0,0.4976,0.7530266343825666,0.5714285714285714,0.2857142857142857
2500923,3774,3785,"February 4, 2018 at 3:00:00 PM GMT+1",France,5.0,0.0,4.0,1.0,11,12,4.0,373,1.0,0.0,0.5359195402298851,0.8654292343387471,1.0,0.36363636363636365
2500916,3789,3782,"February 3, 2018 at 8:00:00 PM GMT+1",France,0.0,0.0,1.0,1.0,14,7,7.0,476,2.0,0.0,0.672316384180791,0.8469750889679716,0.0,0.5
2500921,3787,3799,"February 3, 2018 at 8:00:00 PM GMT+1",France,1.0,0.0,2.0,0.0,8,8,2.0,357,1.0,2.0,0.3684210526315789,0.8321678321678322,0.3333333333333333,0.25
2500922,3775,3780,"February 3, 2018 at 8:00:00 PM GMT+1",France,2.0,0.0,2.0,0.0,6,14,1.0,186,1.0,0.0,0.21653084982537835,0.8051948051948052,1.0,0.16666666666666666
2500924,3779,3772,"February 3, 2018 at 8:00:00 PM GMT+1",France,0.0,0.0,4.0,1.0,7,7,4.0,238,2.0,0.0,0.4319419237749546,0.750788643533123,0.0,0.5714285714285714
2500918,3776,3767,"February 3, 2018 at 5:00:00 PM GMT+1",France,3.0,0.0,1.0,0.0,19,10,9.0,607,3.0,0.0,0.7166469893742621,0.9059701492537313,1.0,0.47368421052631576
2500919,3771,3777,"February 2, 2018 at 8:45:00 PM GMT+1",France,4.0,0.0,0.0,1.0,18,13,8.0,220,3.0,6.0,0.32210834553440704,0.738255033557047,0.4,0.4444444444444444
2500907,3772,3766,"January 28, 2018 at 5:00:00 PM GMT+1",France,1.0,0.0,3.0,1.0,9,8,4.0,549,1.0,3.0,0.6802973977695167,0.9014778325123153,0.25,0.4444444444444444
2500910,3776,3779,"January 28, 2018 at 3:00:00 PM GMT+1",France,3.0,0.0,1.0,1.0,11,8,2.0,290,1.0,2.0,0.4061624649859944,0.8262108262108262,0.6,0.18181818181818182
2500906,3799,3789,"January 27, 2018 at 8:00:00 PM GMT+1",France,6.0,0.0,3.0,0.0,3,15,0.0,365,0.0,1.0,0.5993431855500821,0.8257918552036199,0.8571428571428571,0.0
2500909,3785,3770,"January 27, 2018 at 8:00:00 PM GMT+1",France,0.0,0.0,3.0,1.0,11,5,6.0,254,3.0,0.0,0.4409722222222222,0.7987421383647799,0.0,0.5454545454545454
2500912,3777,3775,"January 27, 2018 at 8:00:00 PM GMT+1",France,3.0,1.0,5.0,0.0,10,15,4.0,275,1.0,2.0,0.4008746355685131,0.8283132530120482,0.6,0.4
2500914,3782,3783,"January 27, 2018 at 8:00:00 PM GMT+1",France,2.0,0.0,1.0,0.0,13,13,3.0,262,1.0,2.0,0.3649025069637883,0.7987804878048781,0.5,0.23076923076923078
2500915,3780,3795,"January 27, 2018 at 8:00:00 PM GMT+1",France,7.0,1.0,4.0,0.0,1,20,0.0,278,0.0,1.0,0.38186813186813184,0.8011527377521613,0.875,0.0
2500913,3767,3787,"January 27, 2018 at 5:00:00 PM GMT+1",France,4.0,0.0,2.0,0.0,15,11,3.0,197,0.0,4.0,0.2623169107856192,0.76953125,0.5,0.2
2500908,3804,3774,"January 26, 2018 at 8:45:00 PM GMT+1",France,2.0,0.0,2.0,1.0,10,13,4.0,343,1.0,2.0,0.4685792349726776,0.8265060240963855,0.5,0.4
2500898,3766,3767,"January 21, 2018 at 9:00:00 PM GMT+1",France,5.0,1.0,3.0,1.0,10,11,3.0,516,1.0,2.0,0.645,0.8865979381443299,0.7142857142857143,0.3
2500899,19830,3777,"January 21, 2018 at 5:00:00 PM GMT+1",France,4.0,1.0,1.0,1.0,4,13,3.0,220,1.0,3.0,0.3379416282642089,0.7586206896551724,0.5714285714285714,0.75
2500902,3775,3782,"January 21, 2018 at 3:00:00 PM GMT+1",France,1.0,0.0,1.0,0.0,8,8,3.0,368,0.0,1.0,0.42494226327944573,0.8618266978922716,0.5,0.375
2500896,3789,3785,"January 20, 2018 at 8:00:00 PM GMT+1",France,3.0,0.0,2.0,0.0,6,12,2.0,347,1.0,3.0,0.5186846038863976,0.8203309692671394,0.5,0.3333333333333333
2500900,3787,3780,"January 20, 2018 at 8:00:00 PM GMT+1",France,3.0,1.0,4.0,0.0,9,19,3.0,201,1.0,2.0,0.3210862619808307,0.7913385826771654,0.6,0.3333333333333333
2500903,3774,3799,"January 20, 2018 at 8:00:00 PM GMT+1",France,1.0,1.0,5.0,0.0,9,10,3.0,199,0.0,1.0,0.2628797886393659,0.796,0.5,0.3333333333333333
2500904,3779,3804,"January 20, 2018 at 8:00:00 PM GMT+1",France,6.0,0.0,1.0,1.0,11,14,5.0,236,2.0,3.0,0.43302752293577984,0.7737704918032787,0.6666666666666666,0.45454545454545453
2500905,3795,3776,"January 20, 2018 at 8:00:00 PM GMT+1",France,1.0,0.0,1.0,0.0,8,6,1.0,542,0.0,1.0,0.6414201183431952,0.8784440842787682,0.5,0.125
2500901,3770,3772,"January 20, 2018 at 5:00:00 PM GMT+1",France,4.0,0.0,2.0,1.0,9,12,3.0,270,1.0,0.0,0.41602465331278893,0.8132530120481928,1.0,0.3333333333333333
2500897,3783,3771,"January 19, 2018 at 8:45:00 PM GMT+1",France,1.0,0.0,3.0,0.0,12,4,4.0,458,2.0,0.0,0.6396648044692738,0.8342440801457195,1.0,0.3333333333333333
2500894,3767,3804,"January 17, 2018 at 9:00:00 PM GMT+1",France,6.0,0.0,1.0,0.0,6,22,1.0,203,0.0,8.0,0.2626131953428202,0.7718631178707225,0.42857142857142855,0.16666666666666666
2500887,3799,3795,"January 17, 2018 at 7:00:00 PM GMT+1",France,2.0,0.0,5.0,1.0,8,11,2.0,323,1.0,3.0,0.5474576271186441,0.7936117936117936,0.4,0.25
2500889,3785,3766,"January 17, 2018 at 7:00:00 PM GMT+1",France,3.0,0.0,2.0,2.0,22,9,13.0,447,2.0,0.0,0.6065128900949797,0.8679611650485437,1.0,0.5909090909090909
2500890,3776,3774,"January 17, 2018 at 7:00:00 PM GMT+1",France,2.0,0.0,0.0,1.0,20,10,12.0,443,2.0,1.0,0.5723514211886305,0.8552123552123552,0.6666666666666666,0.6
2500892,3777,3782,"January 17, 2018 at 7:00:00 PM GMT+1",France,9.0,1.0,4.0,0.0,7,18,4.0,413,0.0,3.0,0.5933908045977011,0.7821969696969697,0.75,0.5714285714285714
2500888,3772,3783,"January 16, 2018 at 7:00:00 PM GMT+1",France,5.0,0.0,5.0,1.0,10,11,3.0,364,2.0,0.0,0.533724340175953,0.814317673378076,1.0,0.3
2500891,3771,3779,"January 16, 2018 at 7:00:00 PM GMT+1",France,5.0,0.0,3.0,0.0,3,14,2.0,194,0.0,2.0,0.3249581239530988,0.7698412698412699,0.7142857142857143,0.6666666666666666
2500880,3770,3767,"January 14, 2018 at 9:00:00 PM GMT+1",France,3.0,0.0,2.0,1.0,18,12,3.0,575,1.0,0.0,0.7098765432098766,0.8914728682170543,1.0,0.16666666666666666
2500883,3782,3780,"January 14, 2018 at 3:00:00 PM GMT+1",France,3.0,0.0,3.0,0.0,19,8,8.0,205,0.0,2.0,0.43524416135881105,0.7620817843866171,0.6,0.42105263157894735
2500876,3783,3776,"January 13, 2018 at 8:00:00 PM GMT+1",France,7.0,1.0,3.0,1.0,12,13,5.0,415,1.0,0.0,0.6355283307810107,0.8886509635974305,1.0,0.4166666666666667
2500881,3775,3789,"January 13, 2018 at 8:00:00 PM GMT+1",France,6.0,0.0,0.0,0.0,9,20,3.0,260,0.0,1.0,0.30197444831591175,0.858085808580858,0.8571428571428571,0.3333333333333333
2500885,3795,3772,"January 13, 2018 at 8:00:00 PM GMT+1",France,3.0,0.0,0.0,1.0,10,7,4.0,217,1.0,0.0,0.33695652173913043,0.7380952380952381,1.0,0.4
2500882,3774,3771,"January 13, 2018 at 5:00:00 PM GMT+1",France,3.0,0.0,2.0,3.0,17,11,5.0,377,3.0,0.0,0.5764525993883792,0.8377777777777777,1.0,0.29411764705882354
