matchID,team1_ID,team2_ID,date,tournament,gk_saves_T1,red_card_T1,yellow_card_T1,assists_T1,shots_T1,shots_against_T1,shots_on_target_T1,passes_T1,goals_T1,goals_against_T1,ball_possession_T1,pass_acc_T1,gk_acc_T1,shot_acc_T1,winner
2516954,2445,2462,"February 24, 2018 at 3:30:00 PM GMT+1",Germany,0.0,0.0,2.0,0.0,12,6,5.0,245,1.0,0.0,0.35507246376811596,0.7424242424242424,0.0,0.4166666666666667,1
2516942,2462,2975,"February 19, 2018 at 8:30:00 PM GMT+1",Germany,0.0,0.0,6.0,2.0,13,9,3.0,248,2.0,1.0,0.4452423698384201,0.7447447447447447,0.0,0.23076923076923078,1
2516940,2454,2447,"February 18, 2018 at 6:00:00 PM GMT+1",Germany,1.0,0.0,3.0,0.0,26,8,11.0,348,0.0,1.0,0.5568,0.7963386727688787,0.5,0.4230769230769231,0
2516943,2481,2445,"February 18, 2018 at 3:30:00 PM GMT+1",Germany,5.0,0.0,4.0,0.0,7,13,1.0,351,0.0,1.0,0.6190476190476191,0.7748344370860927,0.8333333333333334,0.14285714285714285,0
2516939,2453,2443,"February 17, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,2.0,0.0,7,9,3.0,289,1.0,0.0,0.35990037359900373,0.8450292397660819,1.0,0.42857142857142855,1
2516944,2450,2446,"February 17, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,2.0,0.0,8,14,3.0,318,1.0,2.0,0.4746268656716418,0.775609756097561,0.6,0.375,0
2516945,2451,2444,"February 17, 2018 at 3:30:00 PM GMT+1",Germany,4.0,0.0,4.0,1.0,3,19,1.0,149,1.0,2.0,0.19350649350649352,0.7412935323383084,0.6666666666666666,0.3333333333333333,0
2516938,2457,2460,"February 16, 2018 at 8:30:00 PM GMT+1",Germany,5.0,0.0,0.0,0.0,9,12,1.0,434,0.0,2.0,0.7197346600331676,0.8037037037037037,0.7142857142857143,0.1111111111111111,0
2516932,2443,2451,"February 11, 2018 at 6:00:00 PM GMT+1",Germany,4.0,0.0,1.0,3.0,13,12,5.0,263,3.0,1.0,0.37841726618705035,0.8117283950617284,0.8,0.38461538461538464,1
2516936,2445,2454,"February 11, 2018 at 3:30:00 PM GMT+1",Germany,4.0,0.0,1.0,1.0,7,12,2.0,216,1.0,0.0,0.2926829268292683,0.782608695652174,1.0,0.2857142857142857,1
2516928,2444,2449,"February 10, 2018 at 6:30:00 PM GMT+1",Germany,2.0,0.0,2.0,1.0,13,8,5.0,470,2.0,1.0,0.5831265508684863,0.8453237410071942,0.6666666666666666,0.38461538461538464,1
2516929,2447,2450,"February 10, 2018 at 3:30:00 PM GMT+1",Germany,1.0,0.0,0.0,2.0,7,7,3.0,460,2.0,0.0,0.5882352941176471,0.8243727598566308,1.0,0.42857142857142855,1
2516931,2482,2460,"February 10, 2018 at 3:30:00 PM GMT+1",Germany,1.0,0.0,4.0,2.0,24,6,9.0,399,4.0,2.0,0.6843910806174958,0.8209876543209876,0.3333333333333333,0.375,1
2516933,2462,2463,"February 10, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,2.0,3.0,12,8,8.0,413,4.0,2.0,0.5985507246376811,0.8243512974051896,0.6,0.6666666666666666,1
2516934,2446,2457,"February 10, 2018 at 3:30:00 PM GMT+1",Germany,2.0,0.0,2.0,0.0,15,9,6.0,436,0.0,2.0,0.6586102719033232,0.8466019417475729,0.5,0.4,0
2516935,2455,2453,"February 10, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,0.0,1.0,13,12,6.0,285,2.0,1.0,0.38,0.7808219178082192,0.75,0.46153846153846156,1
